회사명,거래소코드,회계년도,산업코드,산업명,설립일,상장일,기업규모코드,감사의견코드
(주)DH케미칼,040581,2017/12,032004,  화학물질 및 화학제품 제조업; 의약품 제외,1977/02/01,0000/00/00,30,UQ
(주)DH케미칼,040581,2018/12,032004,  화학물질 및 화학제품 제조업; 의약품 제외,1977/02/01,0000/00/00,30,UQ
(주)DH케미칼,040581,2019/12,032004,  화학물질 및 화학제품 제조업; 의약품 제외,1977/02/01,0000/00/00,30,UQ
(주)DH케미칼,040581,2020/12,032004,  화학물질 및 화학제품 제조업; 의약품 제외,1977/02/01,0000/00/00,30,UQ
(주)DH케미칼,040581,2021/12,032004,  화학물질 및 화학제품 제조업; 의약품 제외,1977/02/01,0000/00/00,30,UQ
(주)DH케미칼,040581,2022/12,032004,  화학물질 및 화학제품 제조업; 의약품 제외,1977/02/01,0000/00/00,30,UQ
(주)E&T,058267,2012/12,074703,  소매업; 자동차 제외,2010/06/18,0,20,UQ
(주)E&T,058267,2013/12,074703,  소매업; 자동차 제외,2010/06/18,0,30,UQ
(주)E&T,058267,2014/12,074703,  소매업; 자동차 제외,2010/06/18,0,20,UQ
(주)E&T,058267,2015/12,074703,  소매업; 자동차 제외,2010/06/18,0,30,UQ
(주)E&T,058267,2016/12,074703,  소매업; 자동차 제외,2010/06/18,0,30,UQ
(주)E&T,058267,2017/12,074703,  소매업; 자동차 제외,2010/06/18,0,30,UQ
(주)E&T,058267,2018/12,074703,  소매업; 자동차 제외,2010/06/18,0,30,UQ
(주)E&T,058267,2019/12,074703,  소매업; 자동차 제외,2010/06/18,0,30,UQ
(주)E&T,058267,2020/12,074703,  소매업; 자동차 제외,2010/06/18,0,30,UQ
(주)E&T,058267,2021/12,074703,  소매업; 자동차 제외,2010/06/18,0,30,UQ
(주)E&T,058267,2022/12,074703,  소매업; 자동차 제외,2010/06/18,0,30,UQ
(주)LF네트웍스,040278,2012/12,074701,  소매업; 자동차 제외,1991/01/01,0000/00/00,20,UQ
(주)LF네트웍스,040278,2013/12,074701,  소매업; 자동차 제외,1991/01/01,0000/00/00,30,UQ
(주)LF네트웍스,040278,2014/12,074701,  소매업; 자동차 제외,1991/01/01,0000/00/00,30,UQ
(주)LF네트웍스,040278,2015/12,074701,  소매업; 자동차 제외,1991/01/01,0000/00/00,30,UQ
(주)LF네트웍스,040278,2016/12,074701,  소매업; 자동차 제외,1991/01/01,0000/00/00,30,UQ
(주)LF네트웍스,040278,2017/12,074701,  소매업; 자동차 제외,1991/01/01,0000/00/00,30,UQ
(주)LF네트웍스,040278,2018/12,074701,  소매업; 자동차 제외,1991/01/01,0000/00/00,30,UQ
(주)LF네트웍스,040278,2019/12,074701,  소매업; 자동차 제외,1991/01/01,0000/00/00,30,UQ
(주)LF네트웍스,040278,2020/12,074701,  소매업; 자동차 제외,1991/01/01,0000/00/00,30,UQ
(주)LF네트웍스,040278,2021/12,074701,  소매업; 자동차 제외,1991/01/01,0000/00/00,30,UQ
(주)LF네트웍스,040278,2022/12,074701,  소매업; 자동차 제외,1991/01/01,0000/00/00,30,UQ
(주)LG생명과학,030592,2016/12,032102,  의료용 물질 및 의약품 제조업,2002/08/01,0000/00/00,30,UQ
(주)MBC아카데미,020587,2012/12,168506,  교육 서비스업,1985/08/01,0000/00/00,30,UQ
(주)MBC아카데미,020587,2013/12,168506,  교육 서비스업,1985/08/01,0000/00/00,30,UQ
(주)MBC아카데미,020587,2014/12,168506,  교육 서비스업,1985/08/01,0000/00/00,30,UQ
(주)MBC아카데미,020587,2015/12,168506,  교육 서비스업,1985/08/01,0000/00/00,30,UQ
(주)MBC아카데미,020587,2016/12,168506,  교육 서비스업,1985/08/01,0000/00/00,30,UQ
(주)MBC아카데미,020587,2017/12,168506,  교육 서비스업,1985/08/01,0000/00/00,30,UQ
(주)MBC아카데미,020587,2018/12,168506,  교육 서비스업,1985/08/01,0000/00/00,30,UQ
(주)MBC아카데미,020587,2019/12,168506,  교육 서비스업,1985/08/01,0000/00/00,30,UQ
(주)NHF5호공공임대개발전문위탁관리부동산투자회사,076921,2015/12,126801,  부동산업,2015/09/01,0,20,NA
(주)NHF5호공공임대개발전문위탁관리부동산투자회사,076921,2016/12,126801,  부동산업,2015/09/01,0,20,UQ
(주)NHF5호공공임대개발전문위탁관리부동산투자회사,076921,2017/12,126801,  부동산업,2015/09/01,0,20,UQ
(주)NHF5호공공임대개발전문위탁관리부동산투자회사,076921,2018/12,126801,  부동산업,2015/09/01,0,30,UQ
(주)NHF5호공공임대개발전문위탁관리부동산투자회사,076921,2019/12,126801,  부동산업,2015/09/01,0,30,UQ
(주)NHF5호공공임대개발전문위탁관리부동산투자회사,076921,2020/12,126801,  부동산업,2015/09/01,0,30,UQ
(주)NHF5호공공임대개발전문위탁관리부동산투자회사,076921,2021/12,126801,  부동산업,2015/09/01,0,30,UQ
(주)NHF5호공공임대개발전문위탁관리부동산투자회사,076921,2022/12,126801,  부동산업,2015/09/01,0,30,UQ
(주)NHF6호공공임대개발전문위탁관리부동산투자회사,078193,2015/12,126801,  부동산업,2015/09/01,0,20,NA
(주)NHF6호공공임대개발전문위탁관리부동산투자회사,078193,2016/12,126801,  부동산업,2015/09/01,0,20,UQ
(주)NHF6호공공임대개발전문위탁관리부동산투자회사,078193,2017/12,126801,  부동산업,2015/09/01,0,20,UQ
(주)NHF6호공공임대개발전문위탁관리부동산투자회사,078193,2018/12,126801,  부동산업,2015/09/01,0,30,UQ
(주)NHF6호공공임대개발전문위탁관리부동산투자회사,078193,2019/12,126801,  부동산업,2015/09/01,0,30,UQ
(주)NHF6호공공임대개발전문위탁관리부동산투자회사,078193,2020/12,126801,  부동산업,2015/09/01,0,30,UQ
(주)NHF6호공공임대개발전문위탁관리부동산투자회사,078193,2021/12,126801,  부동산업,2015/09/01,0,30,UQ
(주)NHF6호공공임대개발전문위탁관리부동산투자회사,078193,2022/12,126801,  부동산업,2015/09/01,0,30,UQ
(주)NHF7호공공임대위탁관리부동산투자회사,076922,2015/12,126801,  부동산업,2015/09/23,0,20,NA
(주)NHF7호공공임대위탁관리부동산투자회사,076922,2016/12,126801,  부동산업,2015/09/23,0,20,UQ
(주)NHF7호공공임대위탁관리부동산투자회사,076922,2017/12,126801,  부동산업,2015/09/23,0,20,UQ
(주)NHF7호공공임대위탁관리부동산투자회사,076922,2018/12,126801,  부동산업,2015/09/23,0,30,UQ
(주)NHF7호공공임대위탁관리부동산투자회사,076922,2019/12,126801,  부동산업,2015/09/23,0,30,UQ
(주)NHF7호공공임대위탁관리부동산투자회사,076922,2020/12,126801,  부동산업,2015/09/23,0,30,UQ
(주)NHF7호공공임대위탁관리부동산투자회사,076922,2021/12,126801,  부동산업,2015/09/23,0,30,UQ
(주)NHF7호공공임대위탁관리부동산투자회사,076922,2022/12,126801,  부동산업,2015/09/23,0,30,UQ
(주)NHF제1호공공임대개발전문위탁관리부동산투자회사,072369,2014/12,126801,  부동산업,2014/06/30,0,30,NA
(주)NHF제1호공공임대개발전문위탁관리부동산투자회사,072369,2015/12,126801,  부동산업,2014/06/30,0,20,UQ
(주)NHF제1호공공임대개발전문위탁관리부동산투자회사,072369,2016/12,126801,  부동산업,2014/06/30,0,30,UQ
(주)NHF제1호공공임대개발전문위탁관리부동산투자회사,072369,2017/12,126801,  부동산업,2014/06/30,0,30,UQ
(주)NHF제1호공공임대개발전문위탁관리부동산투자회사,072369,2018/12,126801,  부동산업,2014/06/30,0,30,UQ
(주)NHF제1호공공임대개발전문위탁관리부동산투자회사,072369,2019/12,126801,  부동산업,2014/06/30,0,30,UQ
(주)NHF제1호공공임대개발전문위탁관리부동산투자회사,072369,2020/12,126801,  부동산업,2014/06/30,0,30,UQ
(주)NHF제1호공공임대개발전문위탁관리부동산투자회사,072369,2021/12,126801,  부동산업,2014/06/30,0,30,UQ
(주)NHF제1호공공임대개발전문위탁관리부동산투자회사,072369,2022/12,126801,  부동산업,2014/06/30,0,30,UQ
(주)NHF제2호공공임대위탁관리부동산투자회사,072370,2014/12,126801,  부동산업,2014/06/30,0,20,NA
(주)NHF제2호공공임대위탁관리부동산투자회사,072370,2015/12,126801,  부동산업,2014/06/30,0,20,UQ
(주)NHF제2호공공임대위탁관리부동산투자회사,072370,2016/12,126801,  부동산업,2014/06/30,0,20,UQ
(주)NHF제2호공공임대위탁관리부동산투자회사,072370,2017/12,126801,  부동산업,2014/06/30,0,20,UQ
(주)NHF제2호공공임대위탁관리부동산투자회사,072370,2018/12,126801,  부동산업,2014/06/30,0,30,UQ
(주)NHF제2호공공임대위탁관리부동산투자회사,072370,2019/12,126801,  부동산업,2014/06/30,0,30,UQ
(주)NHF제2호공공임대위탁관리부동산투자회사,072370,2020/12,126801,  부동산업,2014/06/30,0,30,UQ
(주)NHF제2호공공임대위탁관리부동산투자회사,072370,2021/12,126801,  부동산업,2014/06/30,0,30,UQ
(주)NHF제2호공공임대위탁관리부동산투자회사,072370,2022/12,126801,  부동산업,2014/06/30,0,30,UQ
(주)NHF제3호공공임대개발전문위탁관리부동산투자회사,072325,2014/12,126801,  부동산업,2014/10/10,0,30,NA
(주)NHF제3호공공임대개발전문위탁관리부동산투자회사,072325,2015/12,126801,  부동산업,2014/10/10,0,20,UQ
(주)NHF제3호공공임대개발전문위탁관리부동산투자회사,072325,2016/12,126801,  부동산업,2014/10/10,0,20,UQ
(주)NHF제3호공공임대개발전문위탁관리부동산투자회사,072325,2017/12,126801,  부동산업,2014/10/10,0,30,UQ
(주)NHF제3호공공임대개발전문위탁관리부동산투자회사,072325,2018/12,126801,  부동산업,2014/10/10,0,30,UQ
(주)NHF제3호공공임대개발전문위탁관리부동산투자회사,072325,2019/12,126801,  부동산업,2014/10/10,0,30,UQ
(주)NHF제3호공공임대개발전문위탁관리부동산투자회사,072325,2020/12,126801,  부동산업,2014/10/10,0,30,UQ
(주)NHF제3호공공임대개발전문위탁관리부동산투자회사,072325,2021/12,126801,  부동산업,2014/10/10,0,30,UQ
(주)NHF제3호공공임대개발전문위탁관리부동산투자회사,072325,2022/12,126801,  부동산업,2014/10/10,0,30,UQ
(주)PSG,040133,2012/12,043502,"  전기, 가스, 증기 및 공기조절 공급업",1993/04/21,0000/00/00,30,UQ
(주)PSG,040133,2013/12,043502,"  전기, 가스, 증기 및 공기조절 공급업",1993/04/21,0000/00/00,30,UQ
(주)PSG,040133,2014/12,043502,"  전기, 가스, 증기 및 공기조절 공급업",1993/04/21,0000/00/00,30,UQ
(주)PSG,040133,2015/12,043502,"  전기, 가스, 증기 및 공기조절 공급업",1993/04/21,0000/00/00,20,UQ
(주)PSG,040133,2016/12,043502,"  전기, 가스, 증기 및 공기조절 공급업",1993/04/21,0000/00/00,30,UQ
(주)PSG,040133,2017/12,043502,"  전기, 가스, 증기 및 공기조절 공급업",1993/04/21,0000/00/00,30,UQ
(주)PSG,040133,2018/12,043502,"  전기, 가스, 증기 및 공기조절 공급업",1993/04/21,0000/00/00,30,UQ
(주)PSG,040133,2019/12,043502,"  전기, 가스, 증기 및 공기조절 공급업",1993/04/21,0000/00/00,30,UQ
(주)PSG,040133,2020/12,043502,"  전기, 가스, 증기 및 공기조절 공급업",1993/04/21,0000/00/00,30,UQ
(주)PSG,040133,2021/12,043502,"  전기, 가스, 증기 및 공기조절 공급업",1993/04/21,0000/00/00,30,UQ
(주)PSG,040133,2022/12,043502,"  전기, 가스, 증기 및 공기조절 공급업",1993/04/21,0000/00/00,30,UQ
(주)SIMPAC산기,041667,2012/12,032902,  기타 기계 및 장비 제조업,1998/12/09,0000/00/00,20,UQ
(주)SIMPAC산기,041667,2013/12,032902,  기타 기계 및 장비 제조업,1998/12/09,0000/00/00,20,UQ
(주)SIMPAC산기,041667,2014/12,032902,  기타 기계 및 장비 제조업,1998/12/09,0000/00/00,20,UQ
(주)SIMPAC산기,041667,2015/12,032902,  기타 기계 및 장비 제조업,1998/12/09,0000/00/00,20,UQ
(주)SIMPAC산기,041667,2016/12,032902,  기타 기계 및 장비 제조업,1998/12/09,0000/00/00,30,UQ
(주)SIMPAC산기,041667,2017/12,032902,  기타 기계 및 장비 제조업,1998/12/09,0000/00/00,30,DU
(주)TS푸드앤시스템,020608,2012/12,074607,  도매 및 상품 중개업,1993/08/04,0000/00/00,30,UQ
(주)TS푸드앤시스템,020608,2013/12,074607,  도매 및 상품 중개업,1993/08/04,0000/00/00,30,UQ
(주)TS푸드앤시스템,020608,2014/12,074607,  도매 및 상품 중개업,1993/08/04,0000/00/00,30,UQ
(주)TS푸드앤시스템,020608,2015/12,074607,  도매 및 상품 중개업,1993/08/04,0000/00/00,30,UQ
(주)TS푸드앤시스템,020608,2016/12,074607,  도매 및 상품 중개업,1993/08/04,0000/00/00,30,UQ
(주)TS푸드앤시스템,020608,2017/12,074607,  도매 및 상품 중개업,1993/08/04,0000/00/00,30,UQ
(주)TS푸드앤시스템,020608,2018/12,074607,  도매 및 상품 중개업,1993/08/04,0000/00/00,30,UQ
(주)TS푸드앤시스템,020608,2019/12,074607,  도매 및 상품 중개업,1993/08/04,0000/00/00,30,UQ
(주)TS푸드앤시스템,020608,2020/12,074607,  도매 및 상품 중개업,1993/08/04,0000/00/00,30,UQ
(주)가람D&C,085468,2017/12,126800,  부동산업,2017/03/10,0,20,NA
(주)가람D&C,085468,2018/12,126800,  부동산업,2017/03/10,0,30,UQ
(주)가람D&C,085468,2019/12,126800,  부동산업,2017/03/10,0,30,UQ
(주)가람D&C,085468,2020/12,126800,  부동산업,2017/03/10,0,30,UQ
(주)가람D&C,085468,2021/12,126800,  부동산업,2017/03/10,0,30,UQ
(주)가람D&C,085468,2022/12,126800,  부동산업,2017/03/10,0,30,UQ
(주)가온감정평가법인,048025,2012/12,126802,  부동산업,2001/07/02,0,30,UQ
(주)가온감정평가법인,048025,2013/12,126802,  부동산업,2001/07/02,0,30,UQ
(주)가온감정평가법인,048025,2014/12,126802,  부동산업,2001/07/02,0,30,UQ
(주)가온감정평가법인,048025,2015/12,126802,  부동산업,2001/07/02,0,30,UQ
(주)가온감정평가법인,048025,2016/12,126802,  부동산업,2001/07/02,0,30,UQ
(주)가온감정평가법인,048025,2017/12,126802,  부동산업,2001/07/02,0,30,UQ
(주)가온감정평가법인,048025,2018/12,126802,  부동산업,2001/07/02,0,30,UQ
(주)가온감정평가법인,048025,2019/12,126802,  부동산업,2001/07/02,0,30,UQ
(주)가온감정평가법인,048025,2020/12,126802,  부동산업,2001/07/02,0,30,UQ
(주)가온감정평가법인,048025,2021/12,126802,  부동산업,2001/07/02,0,30,UQ
(주)가온감정평가법인,048025,2022/12,126802,  부동산업,2001/07/02,0,30,UQ
(주)간삼건축종합건축사사무소,042787,2012/12,137201,"  건축기술, 엔지니어링 및 기타 과학기술 서비스업",1983/06/29,0000/00/00,30,UQ
(주)간삼건축종합건축사사무소,042787,2013/12,137201,"  건축기술, 엔지니어링 및 기타 과학기술 서비스업",1983/06/29,0000/00/00,30,UQ
(주)간삼건축종합건축사사무소,042787,2014/12,137201,"  건축기술, 엔지니어링 및 기타 과학기술 서비스업",1983/06/29,0000/00/00,30,UQ
(주)간삼건축종합건축사사무소,042787,2015/12,137201,"  건축기술, 엔지니어링 및 기타 과학기술 서비스업",1983/06/29,0000/00/00,30,UQ
(주)간삼건축종합건축사사무소,042787,2016/12,137201,"  건축기술, 엔지니어링 및 기타 과학기술 서비스업",1983/06/29,0000/00/00,30,UQ
(주)간삼건축종합건축사사무소,042787,2017/12,137201,"  건축기술, 엔지니어링 및 기타 과학기술 서비스업",1983/06/29,0000/00/00,30,UQ
(주)간삼건축종합건축사사무소,042787,2018/12,137201,"  건축기술, 엔지니어링 및 기타 과학기술 서비스업",1983/06/29,0000/00/00,30,UQ
(주)간삼건축종합건축사사무소,042787,2019/12,137201,"  건축기술, 엔지니어링 및 기타 과학기술 서비스업",1983/06/29,0000/00/00,30,UQ
(주)간삼건축종합건축사사무소,042787,2020/12,137201,"  건축기술, 엔지니어링 및 기타 과학기술 서비스업",1983/06/29,0000/00/00,30,UQ
(주)간삼건축종합건축사사무소,042787,2021/12,137201,"  건축기술, 엔지니어링 및 기타 과학기술 서비스업",1983/06/29,0000/00/00,30,UQ
(주)간삼건축종합건축사사무소,042787,2022/12,137201,"  건축기술, 엔지니어링 및 기타 과학기술 서비스업",1983/06/29,0000/00/00,30,UQ
(주)감정평가법인대일감정원,045274,2012/12,126802,  부동산업,2000/05/18,0000/00/00,30,UQ
(주)감정평가법인대일감정원,045274,2013/12,126802,  부동산업,2000/05/18,0000/00/00,30,UQ
(주)감정평가법인대일감정원,045274,2014/12,126802,  부동산업,2000/05/18,0000/00/00,30,UQ
(주)감정평가법인대일감정원,045274,2015/12,126802,  부동산업,2000/05/18,0000/00/00,30,UQ
(주)감정평가법인대일감정원,045274,2016/12,126802,  부동산업,2000/05/18,0000/00/00,30,UQ
(주)감정평가법인대일감정원,045274,2017/12,126802,  부동산업,2000/05/18,0000/00/00,30,UQ
(주)감정평가법인대일감정원,045274,2018/12,126802,  부동산업,2000/05/18,0000/00/00,30,UQ
(주)감정평가법인대일감정원,045274,2019/12,126802,  부동산업,2000/05/18,0000/00/00,30,UQ
(주)감정평가법인대일감정원,045274,2020/12,126802,  부동산업,2000/05/18,0000/00/00,30,UQ
(주)감정평가법인대일감정원,045274,2021/12,126802,  부동산업,2000/05/18,0000/00/00,30,UQ
(주)감정평가법인대일감정원,045274,2022/12,126802,  부동산업,2000/05/18,0000/00/00,30,UQ
(주)갑을프라스틱,012828,2012/12,032202,  고무 및 플라스틱제품 제조업,1996/10/01,0000/00/00,20,UQ
(주)갑을프라스틱,012828,2013/12,032202,  고무 및 플라스틱제품 제조업,1996/10/01,0000/00/00,30,UQ
(주)갑을프라스틱,012828,2014/12,032202,  고무 및 플라스틱제품 제조업,1996/10/01,0000/00/00,30,UQ
(주)갑을프라스틱,012828,2015/12,032202,  고무 및 플라스틱제품 제조업,1996/10/01,0000/00/00,30,UQ
(주)강원심층수,047909,2012/12,031002,  식료품 제조업,2006/03/08,0,30,UQ
(주)강원심층수,047909,2013/12,031002,  식료품 제조업,2006/03/08,0,30,UQ
(주)강원심층수,047909,2014/12,031002,  식료품 제조업,2006/03/08,0,30,UQ
(주)강원심층수,047909,2015/12,031002,  식료품 제조업,2006/03/08,0,30,UQ
(주)강원심층수,047909,2016/12,031002,  식료품 제조업,2006/03/08,0,30,UQ
(주)강원심층수,047909,2017/12,031002,  식료품 제조업,2006/03/08,0,30,UQ
(주)강원심층수,047909,2018/12,031002,  식료품 제조업,2006/03/08,0,30,UQ
(주)강원심층수,047909,2019/12,031002,  식료품 제조업,2006/03/08,0,30,UQ
(주)강원심층수,047909,2020/12,031002,  식료품 제조업,2006/03/08,0,30,UQ
(주)강원심층수,047909,2021/12,031002,  식료품 제조업,2006/03/08,0,30,UQ
(주)강원심층수,047909,2022/12,031002,  식료품 제조업,2006/03/08,0,30,UQ
(주)강원오에스,095473,2019/12,147501,  사업지원 서비스업,2006/03/06,0,30,NA
(주)강원오에스,095473,2020/12,147501,  사업지원 서비스업,2006/03/06,0,30,UQ
(주)강원지오영,060432,2012/12,074604,  도매 및 상품 중개업,1989/06/01,0,20,UQ
(주)강원지오영,060432,2013/12,074604,  도매 및 상품 중개업,1989/06/01,0,20,UQ
(주)강원지오영,060432,2014/12,074604,  도매 및 상품 중개업,1989/06/01,0,20,UQ
(주)강원지오영,060432,2015/12,074604,  도매 및 상품 중개업,1989/06/01,0,20,UQ
(주)강원지오영,060432,2016/12,074604,  도매 및 상품 중개업,1989/06/01,0,30,UQ
(주)강원지오영,060432,2017/12,074604,  도매 및 상품 중개업,1989/06/01,0,30,UQ
(주)강원지오영,060432,2018/12,074604,  도매 및 상품 중개업,1989/06/01,0,30,UQ
(주)강원지오영,060432,2019/12,074604,  도매 및 상품 중개업,1989/06/01,0,30,UQ
(주)강원지오영,060432,2020/12,074604,  도매 및 상품 중개업,1989/06/01,0,30,UQ
(주)강원지오영,060432,2021/12,074604,  도매 및 상품 중개업,1989/06/01,0,30,UQ
(주)강원지오영,060432,2022/12,074604,  도매 및 상품 중개업,1989/06/01,0,30,UQ
(주)건설미래,086269,2017/12,126801,  부동산업,2015/12/01,0,20,NA
(주)건설미래,086269,2018/12,126801,  부동산업,2015/12/01,0,20,UQ
(주)건설미래,086269,2019/12,126801,  부동산업,2015/12/01,0,20,UQ
(주)건설미래,086269,2020/12,126801,  부동산업,2015/12/01,0,30,UQ
(주)건설미래,086269,2021/12,126801,  부동산업,2015/12/01,0,30,UQ
(주)건설미래,086269,2022/12,126801,  부동산업,2015/12/01,0,30,UQ
(주)건영,038822,2012/12,064101,  종합 건설업,1977/11/07,1989/08/22,30,UQ
(주)건영,038822,2013/12,064101,  종합 건설업,1977/11/07,1989/08/22,30,UQ
(주)건영,038822,2014/12,064101,  종합 건설업,1977/11/07,1989/08/22,30,UQ
(주)건영,038822,2015/12,064101,  종합 건설업,1977/11/07,1989/08/22,10,UQ
(주)건영,038822,2016/12,064101,  종합 건설업,1977/11/07,1989/08/22,30,UQ
(주)건영,038822,2017/12,064101,  종합 건설업,1977/11/07,1989/08/22,30,UQ
(주)건영,038822,2018/12,064101,  종합 건설업,1977/11/07,1989/08/22,30,UQ
(주)건영,038822,2019/12,064101,  종합 건설업,1977/11/07,1989/08/22,30,UQ
(주)건영,038822,2020/12,064101,  종합 건설업,1977/11/07,1989/08/22,30,UQ
(주)건영,038822,2021/12,064101,  종합 건설업,1977/11/07,1989/08/22,20,UQ
(주)건영,038822,2022/12,064101,  종합 건설업,1977/11/07,1989/08/22,30,UQ
(주)건축사사무소건원엔지니어링,043300,2012/12,137201,"  건축기술, 엔지니어링 및 기타 과학기술 서비스업",1999/12/01,0000/00/00,30,UQ
(주)건축사사무소건원엔지니어링,043300,2013/12,137201,"  건축기술, 엔지니어링 및 기타 과학기술 서비스업",1999/12/01,0000/00/00,30,UQ
(주)건축사사무소건원엔지니어링,043300,2014/12,137201,"  건축기술, 엔지니어링 및 기타 과학기술 서비스업",1999/12/01,0000/00/00,30,UQ
(주)건축사사무소건원엔지니어링,043300,2015/12,137201,"  건축기술, 엔지니어링 및 기타 과학기술 서비스업",1999/12/01,0000/00/00,30,UQ
(주)건축사사무소건원엔지니어링,043300,2016/12,137201,"  건축기술, 엔지니어링 및 기타 과학기술 서비스업",1999/12/01,0000/00/00,30,UQ
(주)건축사사무소건원엔지니어링,043300,2017/12,137201,"  건축기술, 엔지니어링 및 기타 과학기술 서비스업",1999/12/01,0000/00/00,30,UQ
(주)건축사사무소건원엔지니어링,043300,2018/12,137201,"  건축기술, 엔지니어링 및 기타 과학기술 서비스업",1999/12/01,0000/00/00,30,UQ
(주)건축사사무소건원엔지니어링,043300,2019/12,137201,"  건축기술, 엔지니어링 및 기타 과학기술 서비스업",1999/12/01,0000/00/00,30,UQ
(주)건축사사무소건원엔지니어링,043300,2020/12,137201,"  건축기술, 엔지니어링 및 기타 과학기술 서비스업",1999/12/01,0000/00/00,30,UQ
(주)건축사사무소건원엔지니어링,043300,2021/12,137201,"  건축기술, 엔지니어링 및 기타 과학기술 서비스업",1999/12/01,0000/00/00,30,UQ
(주)건축사사무소건원엔지니어링,043300,2022/12,137201,"  건축기술, 엔지니어링 및 기타 과학기술 서비스업",1999/12/01,0000/00/00,30,UQ
(주)건화,012896,2012/12,137201,"  건축기술, 엔지니어링 및 기타 과학기술 서비스업",1990/03/26,0000/00/00,30,UQ
(주)건화,029502,2012/12,033101,  기타 운송장비 제조업,2000/08/29,0000/00/00,30,UQ
(주)건화,012896,2013/12,137201,"  건축기술, 엔지니어링 및 기타 과학기술 서비스업",1990/03/26,0000/00/00,30,UQ
(주)건화,029502,2013/12,033101,  기타 운송장비 제조업,2000/08/29,0000/00/00,30,UQ
(주)건화,029502,2014/12,033101,  기타 운송장비 제조업,2000/08/29,0000/00/00,30,UQ
(주)건화,012896,2014/12,137201,"  건축기술, 엔지니어링 및 기타 과학기술 서비스업",1990/03/26,0000/00/00,30,UQ
(주)건화,029502,2015/12,033101,  기타 운송장비 제조업,2000/08/29,0000/00/00,30,UQ
(주)건화,012896,2015/12,137201,"  건축기술, 엔지니어링 및 기타 과학기술 서비스업",1990/03/26,0000/00/00,30,UQ
(주)건화,029502,2016/12,033101,  기타 운송장비 제조업,2000/08/29,0000/00/00,30,UQ
(주)건화,012896,2016/12,137201,"  건축기술, 엔지니어링 및 기타 과학기술 서비스업",1990/03/26,0000/00/00,30,UQ
